"ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"2020-03-01","USA","FIPS","09001","Fairfield",0.01206,0.1746,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-02","USA","FIPS","09001","Fairfield",0.01244,0.11617,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-03","USA","FIPS","09001","Fairfield",0.05623,0.11287,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-04","USA","FIPS","09001","Fairfield",0.02342,0.11155,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-05","USA","FIPS","09001","Fairfield",0.06541,0.108,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-06","USA","FIPS","09001","Fairfield",0.02513,0.11298,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-07","USA","FIPS","09001","Fairfield",0.01202,0.15067,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-08","USA","FIPS","09001","Fairfield",0.00145,0.17362,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-09","USA","FIPS","09001","Fairfield",0.035,0.11207,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-10","USA","FIPS","09001","Fairfield",0.02394,0.11832,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-11","USA","FIPS","09001","Fairfield",0.00393,0.11728,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-12","USA","FIPS","09001","Fairfield",-0.02024,0.12903,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-13","USA","FIPS","09001","Fairfield",-0.12179,0.14783,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-14","USA","FIPS","09001","Fairfield",-0.0877,0.17748,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-15","USA","FIPS","09001","Fairfield",-0.15538,0.22927,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-16","USA","FIPS","09001","Fairfield",-0.17818,0.18011,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-17","USA","FIPS","09001","Fairfield",-0.25612,0.22449,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-18","USA","FIPS","09001","Fairfield",-0.25564,0.22025,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-19","USA","FIPS","09001","Fairfield",-0.31502,0.25555,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-20","USA","FIPS","09001","Fairfield",-0.30018,0.22687,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-21","USA","FIPS","09001","Fairfield",-0.28742,0.26849,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09001","Fairfield",-0.38811,0.34723,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09001","Fairfield",-0.47417,0.35309,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09001","Fairfield",-0.38848,0.29854,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09001","Fairfield",-0.42368,0.31878,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09001","Fairfield",-0.37449,0.28463,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09001","Fairfield",-0.37019,0.26567,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09001","Fairfield",-0.42569,0.34965,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09001","Fairfield",-0.54582,0.44636,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09001","Fairfield",-0.43865,0.31874,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09001","Fairfield",-0.40676,0.31816,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09001","Fairfield",-0.38777,0.29279,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09001","Fairfield",-0.41413,0.31625,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09001","Fairfield",-0.47053,0.32678,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09001","Fairfield",-0.39429,0.3223,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09001","Fairfield",-0.46755,0.39257,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09001","Fairfield",-0.40573,0.30162,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09001","Fairfield",-0.38899,0.30659,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09001","Fairfield",-0.43095,0.32614,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09001","Fairfield",-0.47939,0.36193,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09001","Fairfield",-0.46375,0.34112,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09001","Fairfield",-0.39814,0.33611,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09001","Fairfield",-0.47125,0.39655,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09001","Fairfield",-0.55966,0.4196,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09001","Fairfield",-0.35992,0.30163,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09001","Fairfield",-0.36377,0.29986,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09001","Fairfield",-0.36349,0.3051,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09001","Fairfield",-0.36885,0.29484,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09001","Fairfield",-0.43336,0.37045,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09001","Fairfield",-0.37227,0.35151,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09001","Fairfield",-0.37733,0.29837,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09001","Fairfield",-0.40464,0.3384,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09001","Fairfield",-0.36406,0.30404,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09001","Fairfield",-0.36127,0.30475,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09001","Fairfield",-0.43435,0.32342,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09001","Fairfield",-0.26103,0.27969,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09001","Fairfield",-0.46723,0.41705,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09001","Fairfield",-0.39687,0.31786,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09001","Fairfield",-0.28375,0.26566,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09001","Fairfield",-0.3253,0.29493,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09001","Fairfield",-0.40299,0.32649,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09001","Fairfield",-0.34643,0.27186,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09001","Fairfield",-0.20753,0.24682,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09001","Fairfield",-0.23633,0.28386,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09001","Fairfield",-0.2916,0.25483,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09001","Fairfield",-0.24386,0.25159,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09001","Fairfield",-0.29584,0.27736,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09001","Fairfield",-0.24102,0.2473,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09001","Fairfield",-0.28613,0.26573,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09001","Fairfield",-0.25044,0.28638,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09001","Fairfield",-0.25028,0.27938,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09001","Fairfield",-0.30467,0.26566,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09001","Fairfield",-0.23949,0.25103,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09001","Fairfield",-0.23847,0.23757,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-14","USA","FIPS","09001","Fairfield",-0.19912,0.23758,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-15","USA","FIPS","09001","Fairfield",-0.22167,0.22263,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-16","USA","FIPS","09001","Fairfield",-0.13915,0.2289,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-17","USA","FIPS","09001","Fairfield",-0.17727,0.26673,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-18","USA","FIPS","09001","Fairfield",-0.24613,0.23728,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-19","USA","FIPS","09001","Fairfield",-0.20498,0.23093,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-20","USA","FIPS","09001","Fairfield",-0.20224,0.21991,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-21","USA","FIPS","09001","Fairfield",-0.16088,0.22087,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-22","USA","FIPS","09001","Fairfield",-0.1659,0.1971,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-23","USA","FIPS","09001","Fairfield",-0.21479,0.26048,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-24","USA","FIPS","09001","Fairfield",-0.12703,0.23755,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-25","USA","FIPS","09001","Fairfield",-0.34817,0.25574,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-26","USA","FIPS","09001","Fairfield",-0.16134,0.20539,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-27","USA","FIPS","09001","Fairfield",-0.16964,0.20556,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-28","USA","FIPS","09001","Fairfield",-0.18356,0.22424,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-29","USA","FIPS","09001","Fairfield",-0.18388,0.20217,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-30","USA","FIPS","09001","Fairfield",-0.07353,0.20713,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-31","USA","FIPS","09001","Fairfield",-0.09033,0.23332,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-01","USA","FIPS","09001","Fairfield",-0.16282,0.20071,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-02","USA","FIPS","09001","Fairfield",-0.15031,0.20478,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-03","USA","FIPS","09001","Fairfield",-0.1512,0.19809,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-04","USA","FIPS","09001","Fairfield",-0.12542,0.19188,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-05","USA","FIPS","09001","Fairfield",-0.15904,0.1985,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-06","USA","FIPS","09001","Fairfield",-0.07362,0.20299,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-07","USA","FIPS","09001","Fairfield",-0.04866,0.21383,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-08","USA","FIPS","09001","Fairfield",-0.13436,0.19039,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-09","USA","FIPS","09001","Fairfield",-0.09494,0.19067,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-10","USA","FIPS","09001","Fairfield",-0.10183,0.18466,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-11","USA","FIPS","09001","Fairfield",-0.15354,0.20955,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-12","USA","FIPS","09001","Fairfield",-0.08389,0.16802,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-13","USA","FIPS","09001","Fairfield",0.0066,0.17826,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-14","USA","FIPS","09001","Fairfield",-0.01907,0.20976,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-15","USA","FIPS","09001","Fairfield",-0.11198,0.1833,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-16","USA","FIPS","09001","Fairfield",-0.07732,0.18115,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-17","USA","FIPS","09001","Fairfield",-0.08116,0.17669,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-18","USA","FIPS","09001","Fairfield",-0.05596,0.1765,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-19","USA","FIPS","09001","Fairfield",-0.0573,0.16639,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-20","USA","FIPS","09001","Fairfield",0.01487,0.17238,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-21","USA","FIPS","09001","Fairfield",-0.02144,0.19452,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-22","USA","FIPS","09001","Fairfield",-0.08753,0.17467,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-23","USA","FIPS","09001","Fairfield",-0.0621,0.17754,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-24","USA","FIPS","09001","Fairfield",-0.08305,0.17904,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-25","USA","FIPS","09001","Fairfield",-0.02612,0.17234,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-26","USA","FIPS","09001","Fairfield",-0.03378,0.15895,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-27","USA","FIPS","09001","Fairfield",-0.02761,0.19294,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-28","USA","FIPS","09001","Fairfield",-0.03191,0.21964,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-29","USA","FIPS","09001","Fairfield",-0.10723,0.18367,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-30","USA","FIPS","09001","Fairfield",-0.07407,0.183,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-01","USA","FIPS","09001","Fairfield",-0.0547,0.17054,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-02","USA","FIPS","09001","Fairfield",0.01228,0.15889,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-03","USA","FIPS","09001","Fairfield",-0.06834,0.17324,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-04","USA","FIPS","09001","Fairfield",-0.13929,0.19288,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-05","USA","FIPS","09001","Fairfield",-0.00928,0.1922,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-06","USA","FIPS","09001","Fairfield",-0.08854,0.17169,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-07","USA","FIPS","09001","Fairfield",-0.07681,0.17657,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-08","USA","FIPS","09001","Fairfield",-0.10482,0.18123,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-09","USA","FIPS","09001","Fairfield",-0.05681,0.16874,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-10","USA","FIPS","09001","Fairfield",-0.13236,0.18797,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-11","USA","FIPS","09001","Fairfield",-0.05266,0.19254,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-12","USA","FIPS","09001","Fairfield",0.00477,0.20244,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-13","USA","FIPS","09001","Fairfield",-0.07437,0.1677,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-14","USA","FIPS","09001","Fairfield",-0.03404,0.16527,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-15","USA","FIPS","09001","Fairfield",-0.05355,0.16337,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-16","USA","FIPS","09001","Fairfield",-0.02686,0.16324,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-17","USA","FIPS","09001","Fairfield",-0.04909,0.16779,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-18","USA","FIPS","09001","Fairfield",0.02447,0.17673,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-19","USA","FIPS","09001","Fairfield",0.00945,0.2099,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-20","USA","FIPS","09001","Fairfield",-0.08633,0.17701,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-21","USA","FIPS","09001","Fairfield",-0.05033,0.17373,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-22","USA","FIPS","09001","Fairfield",-0.06027,0.17421,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-01","USA","FIPS","09003","Hartford",0.01287,0.2073,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-02","USA","FIPS","09003","Hartford",0.01302,0.13389,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-03","USA","FIPS","09003","Hartford",0.05892,0.12493,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-04","USA","FIPS","09003","Hartford",0.0395,0.12622,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-05","USA","FIPS","09003","Hartford",0.05,0.12473,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-06","USA","FIPS","09003","Hartford",0.01576,0.12831,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-07","USA","FIPS","09003","Hartford",0.0173,0.17055,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-08","USA","FIPS","09003","Hartford",0.02858,0.20081,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-09","USA","FIPS","09003","Hartford",0.03243,0.12981,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-10","USA","FIPS","09003","Hartford",0.03202,0.13349,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-11","USA","FIPS","09003","Hartford",0.01234,0.1339,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-12","USA","FIPS","09003","Hartford",0.01179,0.13657,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-13","USA","FIPS","09003","Hartford",-0.0612,0.15073,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-14","USA","FIPS","09003","Hartford",-0.07909,0.19816,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-15","USA","FIPS","09003","Hartford",-0.11812,0.24988,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-16","USA","FIPS","09003","Hartford",-0.15682,0.19662,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-17","USA","FIPS","09003","Hartford",-0.2259,0.23738,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-18","USA","FIPS","09003","Hartford",-0.21319,0.22431,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-19","USA","FIPS","09003","Hartford",-0.28398,0.26528,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-20","USA","FIPS","09003","Hartford",-0.26651,0.23878,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-21","USA","FIPS","09003","Hartford",-0.26582,0.28578,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09003","Hartford",-0.33122,0.35504,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09003","Hartford",-0.3936,0.33526,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09003","Hartford",-0.34562,0.30637,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09003","Hartford",-0.37322,0.31674,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09003","Hartford",-0.31981,0.28738,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09003","Hartford",-0.3303,0.26358,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09003","Hartford",-0.36784,0.33781,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09003","Hartford",-0.45921,0.43129,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09003","Hartford",-0.39269,0.32374,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09003","Hartford",-0.3452,0.30764,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09003","Hartford",-0.33151,0.29291,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09003","Hartford",-0.35865,0.3113,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09003","Hartford",-0.38734,0.3095,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09003","Hartford",-0.34624,0.32915,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09003","Hartford",-0.37696,0.37865,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09003","Hartford",-0.33728,0.2977,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09003","Hartford",-0.327,0.299,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09003","Hartford",-0.36964,0.32172,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09003","Hartford",-0.40608,0.34462,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09003","Hartford",-0.38325,0.31818,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09003","Hartford",-0.34598,0.33267,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09003","Hartford",-0.40508,0.38677,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09003","Hartford",-0.48817,0.40468,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09003","Hartford",-0.32582,0.30046,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09003","Hartford",-0.30462,0.29365,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09003","Hartford",-0.32749,0.30649,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09003","Hartford",-0.33728,0.28917,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09003","Hartford",-0.42089,0.37867,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09003","Hartford",-0.2843,0.34667,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09003","Hartford",-0.33376,0.30502,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09003","Hartford",-0.37279,0.34185,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09003","Hartford",-0.3298,0.31167,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09003","Hartford",-0.32635,0.3065,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09003","Hartford",-0.38216,0.31247,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09003","Hartford",-0.22486,0.28347,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09003","Hartford",-0.39297,0.40089,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09003","Hartford",-0.37459,0.32953,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09003","Hartford",-0.26628,0.28096,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09003","Hartford",-0.27709,0.28465,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09003","Hartford",-0.33976,0.32313,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09003","Hartford",-0.29276,0.26472,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09003","Hartford",-0.16694,0.25562,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09003","Hartford",-0.13246,0.28507,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09003","Hartford",-0.25879,0.26901,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09003","Hartford",-0.21949,0.25847,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09003","Hartford",-0.26601,0.28125,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09003","Hartford",-0.23405,0.2618,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09003","Hartford",-0.2678,0.26559,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09003","Hartford",-0.25833,0.30311,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09003","Hartford",-0.1882,0.30179,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09003","Hartford",-0.30141,0.29035,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09003","Hartford",-0.23778,0.27118,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09003","Hartford",-0.21843,0.25726,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-14","USA","FIPS","09003","Hartford",-0.19405,0.24575,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-15","USA","FIPS","09003","Hartford",-0.21642,0.23931,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-16","USA","FIPS","09003","Hartford",-0.12535,0.2466,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-17","USA","FIPS","09003","Hartford",-0.16385,0.29204,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-18","USA","FIPS","09003","Hartford",-0.25643,0.26815,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-19","USA","FIPS","09003","Hartford",-0.18929,0.24985,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-20","USA","FIPS","09003","Hartford",-0.16764,0.23797,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-21","USA","FIPS","09003","Hartford",-0.15031,0.23228,"full_february_except_presidents_day","DAY_OF_WEEK"
