Date,County,cum_hosp
2020-11-11,Middlesex,2226
2020-11-11,New Haven,6115
2020-11-11,New London,1637
2020-11-11,Tolland,96
2020-11-11,Windham,655
2020-11-12,Fairfield,7372
2020-11-12,Hartford,10140
2020-11-12,Litchfield,1353
2020-11-12,Middlesex,2240
2020-11-12,New Haven,6174
2020-11-12,New London,1647
2020-11-12,Tolland,97
2020-11-12,Windham,661
2020-11-13,Fairfield,7414
2020-11-13,Hartford,10199
2020-11-13,Litchfield,1364
2020-11-13,Middlesex,2257
2020-11-13,New Haven,6235
2020-11-13,New London,1659
2020-11-13,Tolland,98
2020-11-13,Windham,663
2020-11-14,Fairfield,7470
2020-11-14,Hartford,10240
2020-11-14,Litchfield,1365
2020-11-14,Middlesex,2271
2020-11-14,New Haven,6283
2020-11-14,New London,1662
2020-11-14,Tolland,99
2020-11-14,Windham,666
2020-11-15,Fairfield,7501
2020-11-15,Hartford,10292
2020-11-15,Litchfield,1375
2020-11-15,Middlesex,2278
2020-11-15,New Haven,6316
2020-11-15,New London,1670
2020-11-15,Tolland,100
2020-11-15,Windham,670
2020-11-16,Fairfield,7535
2020-11-16,Hartford,10340
2020-11-16,Litchfield,1382
2020-11-16,Middlesex,2286
2020-11-16,New Haven,6359
2020-11-16,New London,1681
2020-11-16,Tolland,100
2020-11-16,Windham,672
2020-11-17,Fairfield,7583
2020-11-17,Hartford,10403
2020-11-17,Litchfield,1392
2020-11-17,Middlesex,2296
2020-11-17,New Haven,6414
2020-11-17,New London,1698
2020-11-17,Tolland,101
2020-11-17,Windham,676
2020-11-18,Fairfield,7631
2020-11-18,Hartford,10465
2020-11-18,Litchfield,1397
2020-11-18,Middlesex,2313
2020-11-18,New Haven,6468
2020-11-18,New London,1709
2020-11-18,Tolland,102
2020-11-18,Windham,679
2020-11-19,Fairfield,7662
2020-11-19,Hartford,10542
2020-11-19,Litchfield,1406
2020-11-19,Middlesex,2322
2020-11-19,New Haven,6519
2020-11-19,New London,1722
2020-11-19,Tolland,103
2020-11-19,Windham,683
2020-11-20,Fairfield,7699
2020-11-20,Hartford,10597
2020-11-20,Litchfield,1414
2020-11-20,Middlesex,2342
2020-11-20,New Haven,6566
2020-11-20,New London,1730
2020-11-20,Tolland,105
2020-11-20,Windham,685
2020-11-21,Fairfield,7734
2020-11-21,Hartford,10668
2020-11-21,Litchfield,1420
2020-11-21,Middlesex,2358
2020-11-21,New Haven,6591
2020-11-21,New London,1738
2020-11-21,Tolland,109
2020-11-21,Windham,689
2020-11-22,Fairfield,7771
2020-11-22,Hartford,10730
2020-11-22,Litchfield,1430
2020-11-22,Middlesex,2370
2020-11-22,New Haven,6630
2020-11-22,New London,1753
2020-11-22,Tolland,111
2020-11-22,Windham,692
2020-11-23,Fairfield,7824
2020-11-23,Hartford,10779
2020-11-23,Litchfield,1437
2020-11-23,Middlesex,2385
2020-11-23,New Haven,6683
2020-11-23,New London,1763
2020-11-23,Tolland,115
2020-11-23,Windham,698
2020-11-24,Fairfield,7886
2020-11-24,Hartford,10849
2020-11-24,Litchfield,1447
2020-11-24,Middlesex,2408
2020-11-24,New Haven,6743
2020-11-24,New London,1778
2020-11-24,Tolland,120
2020-11-24,Windham,699
2020-11-25,Fairfield,7925
2020-11-25,Hartford,10911
2020-11-25,Litchfield,1454
2020-11-25,Middlesex,2425
2020-11-25,New Haven,6804
2020-11-25,New London,1794
2020-11-25,Tolland,120
2020-11-25,Windham,701
2020-11-26,Fairfield,7977
2020-11-26,Hartford,10966
2020-11-26,Litchfield,1463
2020-11-26,Middlesex,2440
2020-11-26,New Haven,6858
2020-11-26,New London,1812
2020-11-26,Tolland,122
2020-11-26,Windham,709
2020-11-27,Fairfield,8023
2020-11-27,Hartford,11019
2020-11-27,Litchfield,1469
2020-11-27,Middlesex,2455
2020-11-27,New Haven,6910
2020-11-27,New London,1820
2020-11-27,Tolland,123
2020-11-27,Windham,710
2020-11-28,Fairfield,8079
2020-11-28,Hartford,11095
2020-11-28,Litchfield,1479
2020-11-28,Middlesex,2470
2020-11-28,New Haven,6967
2020-11-28,New London,1828
2020-11-28,Tolland,124
2020-11-28,Windham,717
2020-11-29,Fairfield,8117
2020-11-29,Hartford,11155
2020-11-29,Litchfield,1485
2020-11-29,Middlesex,2491
2020-11-29,New Haven,7020
2020-11-29,New London,1843
2020-11-29,Tolland,124
2020-11-29,Windham,721
2020-11-30,Fairfield,8155
2020-11-30,Hartford,11217
2020-11-30,Litchfield,1502
2020-11-30,Middlesex,2507
2020-11-30,New Haven,7074
2020-11-30,New London,1852
2020-11-30,Tolland,124
2020-11-30,Windham,729
2020-12-01,Fairfield,8223
2020-12-01,Hartford,11299
2020-12-01,Litchfield,1510
2020-12-01,Middlesex,2526
2020-12-01,New Haven,7149
2020-12-01,New London,1873
2020-12-01,Tolland,129
2020-12-01,Windham,732
2020-12-02,Fairfield,8294
2020-12-02,Hartford,11381
2020-12-02,Litchfield,1522
2020-12-02,Middlesex,2546
2020-12-02,New Haven,7205
2020-12-02,New London,1887
2020-12-02,Tolland,131
2020-12-02,Windham,739
2020-12-03,Fairfield,8342
2020-12-03,Hartford,11441
2020-12-03,Litchfield,1540
2020-12-03,Middlesex,2567
2020-12-03,New Haven,7259
2020-12-03,New London,1905
2020-12-03,Tolland,131
2020-12-03,Windham,742
2020-12-04,Fairfield,8411
2020-12-04,Hartford,11504
2020-12-04,Litchfield,1550
2020-12-04,Middlesex,2584
2020-12-04,New Haven,7315
2020-12-04,New London,1917
2020-12-04,Tolland,131
2020-12-04,Windham,747
2020-12-05,Fairfield,8456
2020-12-05,Hartford,11566
2020-12-05,Litchfield,1554
2020-12-05,Middlesex,2584
2020-12-05,New Haven,7373
2020-12-05,New London,1935
2020-12-05,Tolland,133
2020-12-05,Windham,752
2020-12-06,Fairfield,8503
2020-12-06,Hartford,11632
2020-12-06,Litchfield,1559
2020-12-06,Middlesex,2584
2020-12-06,New Haven,7425
2020-12-06,New London,1952
2020-12-06,Tolland,134
2020-12-06,Windham,754
2020-12-07,Fairfield,8557
2020-12-07,Hartford,11697
2020-12-07,Litchfield,1569
2020-12-07,Middlesex,2595
2020-12-07,New Haven,7474
2020-12-07,New London,1972
2020-12-07,Tolland,134
2020-12-07,Windham,756
2020-12-08,Fairfield,8620
2020-12-08,Hartford,11781
2020-12-08,Litchfield,1578
2020-12-08,Middlesex,2614
2020-12-08,New Haven,7535
2020-12-08,New London,1987
2020-12-08,Tolland,137
2020-12-08,Windham,762
2020-12-09,Fairfield,8672
2020-12-09,Hartford,11858
2020-12-09,Litchfield,1584
2020-12-09,Middlesex,2631
2020-12-09,New Haven,7598
2020-12-09,New London,1996
2020-12-09,Tolland,137
2020-12-09,Windham,768
2020-12-10,Fairfield,8731
2020-12-10,Hartford,11923
2020-12-10,Litchfield,1602
2020-12-10,Middlesex,2651
2020-12-10,New Haven,7653
2020-12-10,New London,2012
2020-12-10,Tolland,137
2020-12-10,Windham,771
2020-12-11,Fairfield,8794
2020-12-11,Hartford,11997
2020-12-11,Litchfield,1609
2020-12-11,Middlesex,2671
2020-12-11,New Haven,7716
2020-12-11,New London,2026
2020-12-11,Tolland,137
2020-12-11,Windham,775
2020-12-12,Fairfield,8845
2020-12-12,Hartford,12082
2020-12-12,Litchfield,1620
2020-12-12,Middlesex,2691
2020-12-12,New Haven,7773
2020-12-12,New London,2043
2020-12-12,Tolland,137
2020-12-12,Windham,778
2020-12-13,Fairfield,8879
2020-12-13,Hartford,12144
2020-12-13,Litchfield,1625
2020-12-13,Middlesex,2707
2020-12-13,New Haven,7805
2020-12-13,New London,2055
2020-12-13,Tolland,137
2020-12-13,Windham,780
2020-12-14,Fairfield,8921
2020-12-14,Hartford,12204
2020-12-14,Litchfield,1634
2020-12-14,Middlesex,2727
2020-12-14,New Haven,7853
2020-12-14,New London,2069
2020-12-14,Tolland,137
2020-12-14,Windham,784
2020-12-15,Fairfield,8973
2020-12-15,Hartford,12289
2020-12-15,Litchfield,1644
2020-12-15,Middlesex,2740
2020-12-15,New Haven,7897
2020-12-15,New London,2086
2020-12-15,Tolland,137
2020-12-15,Windham,789
2020-12-16,Fairfield,9025
2020-12-16,Hartford,12374
2020-12-16,Litchfield,1653
2020-12-16,Middlesex,2766
2020-12-16,New Haven,7936
2020-12-16,New London,2100
2020-12-16,Tolland,137
2020-12-16,Windham,795
2020-12-17,Fairfield,9072
2020-12-17,Hartford,12451
2020-12-17,Litchfield,1667
2020-12-17,Middlesex,2779
2020-12-17,New Haven,7990
2020-12-17,New London,2117
2020-12-17,Tolland,138
2020-12-17,Windham,806
2020-12-18,Fairfield,9110
2020-12-18,Hartford,12524
2020-12-18,Litchfield,1670
2020-12-18,Middlesex,2795
2020-12-18,New Haven,8019
2020-12-18,New London,2136
2020-12-18,Tolland,139
2020-12-18,Windham,814
2020-12-19,Fairfield,9162
2020-12-19,Hartford,12591
2020-12-19,Litchfield,1679
2020-12-19,Middlesex,2819
2020-12-19,New Haven,8077
2020-12-19,New London,2154
2020-12-19,Tolland,140
2020-12-19,Windham,820
2020-12-20,Fairfield,9196
2020-12-20,Hartford,12659
2020-12-20,Litchfield,1682
2020-12-20,Middlesex,2842
2020-12-20,New Haven,8120
2020-12-20,New London,2159
2020-12-20,Tolland,141
2020-12-20,Windham,822
2020-12-21,Fairfield,9233
2020-12-21,Hartford,12714
2020-12-21,Litchfield,1691
2020-12-21,Middlesex,2857
2020-12-21,New Haven,8172
2020-12-21,New London,2173
2020-12-21,Tolland,144
2020-12-21,Windham,826
2020-12-22,Fairfield,9296
2020-12-22,Hartford,12797
2020-12-22,Litchfield,1699
2020-12-22,Middlesex,2876
2020-12-22,New Haven,8239
2020-12-22,New London,2184
2020-12-22,Tolland,145
2020-12-22,Windham,833
2020-12-23,Fairfield,9344
2020-12-23,Hartford,12870
2020-12-23,Litchfield,1708
2020-12-23,Middlesex,2904
2020-12-23,New Haven,8289
2020-12-23,New London,2210
2020-12-23,Tolland,146
2020-12-23,Windham,841
2020-12-24,Fairfield,9390
2020-12-24,Hartford,12934
2020-12-24,Litchfield,1711
2020-12-24,Middlesex,2921
2020-12-24,New Haven,8327
2020-12-24,New London,2221
2020-12-24,Tolland,150
2020-12-24,Windham,846
2020-12-25,Fairfield,9430
2020-12-25,Hartford,13015
2020-12-25,Litchfield,1715
2020-12-25,Middlesex,2936
2020-12-25,New Haven,8390
2020-12-25,New London,2251
2020-12-25,Tolland,154
2020-12-25,Windham,852
2020-12-26,Fairfield,9479
2020-12-26,Hartford,13096
2020-12-26,Litchfield,1724
2020-12-26,Middlesex,2948
2020-12-26,New Haven,8442
2020-12-26,New London,2265
2020-12-26,Tolland,155
2020-12-26,Windham,857
2020-12-27,Fairfield,9523
2020-12-27,Hartford,13165
2020-12-27,Litchfield,1733
2020-12-27,Middlesex,2961
2020-12-27,New Haven,8489
2020-12-27,New London,2275
2020-12-27,Tolland,155
2020-12-27,Windham,865
2020-12-28,Fairfield,9563
2020-12-28,Hartford,13259
2020-12-28,Litchfield,1743
2020-12-28,Middlesex,2975
2020-12-28,New Haven,8535
2020-12-28,New London,2291
2020-12-28,Tolland,157
2020-12-28,Windham,875
2020-12-29,Fairfield,9608
2020-12-29,Hartford,13339
2020-12-29,Litchfield,1749
2020-12-29,Middlesex,2995
2020-12-29,New Haven,8586
2020-12-29,New London,2321
2020-12-29,Tolland,158
2020-12-29,Windham,881
2020-12-30,Fairfield,9668
2020-12-30,Hartford,13409
2020-12-30,Litchfield,1756
2020-12-30,Middlesex,3015
2020-12-30,New Haven,8619
2020-12-30,New London,2345
2020-12-30,Tolland,159
2020-12-30,Windham,885
2020-12-31,Fairfield,9709
2020-12-31,Hartford,13482
2020-12-31,Litchfield,1766
2020-12-31,Middlesex,3037
2020-12-31,New Haven,8666
2020-12-31,New London,2364
2020-12-31,Tolland,160
2020-12-31,Windham,888
2021-01-01,Fairfield,9748
2021-01-01,Hartford,13549
2021-01-01,Litchfield,1769
2021-01-01,Middlesex,3064
2021-01-01,New Haven,8707
2021-01-01,New London,2385
2021-01-01,Tolland,160
2021-01-01,Windham,892
2021-01-02,Fairfield,9781
2021-01-02,Hartford,13611
2021-01-02,Litchfield,1777
2021-01-02,Middlesex,3072
2021-01-02,New Haven,8726
2021-01-02,New London,2396
2021-01-02,Tolland,161
2021-01-02,Windham,901
2021-01-03,Fairfield,9821
2021-01-03,Hartford,13686
2021-01-03,Litchfield,1785
2021-01-03,Middlesex,3084
2021-01-03,New Haven,8766
2021-01-03,New London,2421
2021-01-03,Tolland,162
2021-01-03,Windham,906
2021-01-04,Fairfield,9859
2021-01-04,Hartford,13744
2021-01-04,Litchfield,1787
2021-01-04,Middlesex,3104
2021-01-04,New Haven,8798
2021-01-04,New London,2432
2021-01-04,Tolland,164
2021-01-04,Windham,913
2021-01-05,Fairfield,9924
2021-01-05,Hartford,13827
2021-01-05,Litchfield,1795
2021-01-05,Middlesex,3127
2021-01-05,New Haven,8856
2021-01-05,New London,2453
2021-01-05,Tolland,166
2021-01-05,Windham,922
2021-01-06,Fairfield,9976
2021-01-06,Hartford,13902
2021-01-06,Litchfield,1809
2021-01-06,Middlesex,3147
2021-01-06,New Haven,8914
2021-01-06,New London,2472
2021-01-06,Tolland,168
2021-01-06,Windham,935
2021-01-07,Fairfield,10021
2021-01-07,Hartford,13988
2021-01-07,Litchfield,1816
2021-01-07,Middlesex,3167
2021-01-07,New Haven,8968
2021-01-07,New London,2487
2021-01-07,Tolland,168
2021-01-07,Windham,944
2021-01-08,Fairfield,10067
2021-01-08,Hartford,14048
2021-01-08,Litchfield,1822
2021-01-08,Middlesex,3182
2021-01-08,New Haven,9020
2021-01-08,New London,2501
2021-01-08,Tolland,168
2021-01-08,Windham,953
2021-01-09,Fairfield,10121
2021-01-09,Hartford,14126
2021-01-09,Litchfield,1829
2021-01-09,Middlesex,3197
2021-01-09,New Haven,9069
2021-01-09,New London,2516
2021-01-09,Tolland,169
2021-01-09,Windham,959
2021-01-10,Fairfield,10155
2021-01-10,Hartford,14188
2021-01-10,Litchfield,1835
2021-01-10,Middlesex,3213
2021-01-10,New Haven,9106
2021-01-10,New London,2537
2021-01-10,Tolland,169
2021-01-10,Windham,964
2021-01-11,Fairfield,10188
2021-01-11,Hartford,14254
2021-01-11,Litchfield,1841
2021-01-11,Middlesex,3230
2021-01-11,New Haven,9150
2021-01-11,New London,2552
2021-01-11,Tolland,171
2021-01-11,Windham,974
2021-01-12,Fairfield,10226
2021-01-12,Hartford,14345
2021-01-12,Litchfield,1847
2021-01-12,Middlesex,3252
2021-01-12,New Haven,9195
2021-01-12,New London,2570
2021-01-12,Tolland,174
2021-01-12,Windham,985
2021-01-13,Fairfield,10270
2021-01-13,Hartford,14425
2021-01-13,Litchfield,1856
2021-01-13,Middlesex,3273
2021-01-13,New Haven,9245
2021-01-13,New London,2586
2021-01-13,Tolland,177
2021-01-13,Windham,991
2021-01-14,Fairfield,10343
2021-01-14,Hartford,14495
2021-01-14,Litchfield,1861
2021-01-14,Middlesex,3288
2021-01-14,New Haven,9307
2021-01-14,New London,2601
2021-01-14,Tolland,179
2021-01-14,Windham,998
2021-01-15,Fairfield,10408
2021-01-15,Hartford,14556
2021-01-15,Litchfield,1867
2021-01-15,Middlesex,3299
2021-01-15,New Haven,9365
2021-01-15,New London,2621
2021-01-15,Tolland,180
2021-01-15,Windham,1006
2021-01-16,Fairfield,10457
2021-01-16,Hartford,14626
2021-01-16,Litchfield,1871
2021-01-16,Middlesex,3315
2021-01-16,New Haven,9423
2021-01-16,New London,2638
2021-01-16,Tolland,180
2021-01-16,Windham,1010
2021-01-17,Fairfield,10503
2021-01-17,Hartford,14674
2021-01-17,Litchfield,1880
2021-01-17,Middlesex,3333
2021-01-17,New Haven,9480
2021-01-17,New London,2656
2021-01-17,Tolland,180
2021-01-17,Windham,1015
2021-01-18,Fairfield,10540
2021-01-18,Hartford,14745
2021-01-18,Litchfield,1884
2021-01-18,Middlesex,3341
2021-01-18,New Haven,9535
2021-01-18,New London,2668
2021-01-18,Tolland,182
2021-01-18,Windham,1021
2021-01-19,Fairfield,10581
2021-01-19,Hartford,14819
2021-01-19,Litchfield,1891
2021-01-19,Middlesex,3359
2021-01-19,New Haven,9599
2021-01-19,New London,2688
2021-01-19,Tolland,185
2021-01-19,Windham,1028
2021-01-20,Fairfield,10623
2021-01-20,Hartford,14894
2021-01-20,Litchfield,1898
2021-01-20,Middlesex,3381
2021-01-20,New Haven,9638
2021-01-20,New London,2711
2021-01-20,Tolland,185
2021-01-20,Windham,1034
2021-01-21,Fairfield,10660
2021-01-21,Hartford,14951
2021-01-21,Litchfield,1904
2021-01-21,Middlesex,3401
2021-01-21,New Haven,9678
2021-01-21,New London,2725
2021-01-21,Tolland,185
2021-01-21,Windham,1039
2021-01-22,Fairfield,10713
2021-01-22,Hartford,15012
2021-01-22,Litchfield,1917
2021-01-22,Middlesex,3401
2021-01-22,New Haven,9734
2021-01-22,New London,2743
2021-01-22,Tolland,189
2021-01-22,Windham,1049
2021-01-23,Fairfield,10757
2021-01-23,Hartford,15079
2021-01-23,Litchfield,1924
2021-01-23,Middlesex,3424
2021-01-23,New Haven,9781
2021-01-23,New London,2760
2021-01-23,Tolland,190
2021-01-23,Windham,1058
2021-01-24,Fairfield,10776
2021-01-24,Hartford,15131
2021-01-24,Litchfield,1932
2021-01-24,Middlesex,3442
2021-01-24,New Haven,9801
2021-01-24,New London,2766
2021-01-24,Tolland,192
2021-01-24,Windham,1065
2021-01-25,Fairfield,10815
2021-01-25,Hartford,15176
2021-01-25,Litchfield,1936
2021-01-25,Middlesex,3447
2021-01-25,New Haven,9834
2021-01-25,New London,2777
2021-01-25,Tolland,192
2021-01-25,Windham,1068
2021-01-26,Fairfield,10853
2021-01-26,Hartford,15248
2021-01-26,Litchfield,1943
2021-01-26,Middlesex,3463
2021-01-26,New Haven,9881
2021-01-26,New London,2787
2021-01-26,Tolland,192
2021-01-26,Windham,1079
2021-01-27,Fairfield,10903
2021-01-27,Hartford,15316
2021-01-27,Litchfield,1946
2021-01-27,Middlesex,3478
2021-01-27,New Haven,9922
2021-01-27,New London,2802
2021-01-27,Tolland,192
2021-01-27,Windham,1083
2021-01-28,Fairfield,10944
2021-01-28,Hartford,15378
2021-01-28,Litchfield,1948
2021-01-28,Middlesex,3502
2021-01-28,New Haven,9970
2021-01-28,New London,2812
2021-01-28,Tolland,192
2021-01-28,Windham,1091
2021-01-29,Fairfield,10990
2021-01-29,Hartford,15432
2021-01-29,Litchfield,1951
2021-01-29,Middlesex,3514
2021-01-29,New Haven,10022
2021-01-29,New London,2820
2021-01-29,Tolland,192
2021-01-29,Windham,1098
2021-01-30,Fairfield,11034
2021-01-30,Hartford,15481
2021-01-30,Litchfield,1959
2021-01-30,Middlesex,3527
2021-01-30,New Haven,10059
2021-01-30,New London,2832
2021-01-30,Tolland,192
2021-01-30,Windham,1103
2021-01-31,Fairfield,11055
2021-01-31,Hartford,15533
2021-01-31,Litchfield,1961
2021-01-31,Middlesex,3539
2021-01-31,New Haven,10095
2021-01-31,New London,2842
2021-01-31,Tolland,192
2021-01-31,Windham,1106
2021-02-01,Fairfield,11076
2021-02-01,Hartford,15575
2021-02-01,Litchfield,1962
2021-02-01,Middlesex,3557
2021-02-01,New Haven,10136
2021-02-01,New London,2858
2021-02-01,Tolland,192
2021-02-01,Windham,1111
